redemption_id,card_id,redemption_date,redemption_amount
GC-501414-R2,GC-501414,2023-09-01,15.45
GC-501414-R3,GC-501414,2023-11-01,34.98
GC-501415-R1,GC-501415,2024-05-23,95.08
GC-501416-R1,GC-501416,2022-08-20,208.07
GC-501417-R1,GC-501417,2023-01-28,28.9
GC-501417-R2,GC-501417,2023-03-28,20.76
GC-501417-R3,GC-501417,2023-05-28,21.81
GC-501418-R1,GC-501418,2022-04-19,138.99
GC-501419-R1,GC-501419,2023-06-09,81.65
GC-501419-R2,GC-501419,2023-09-09,112.67
GC-501420-R1,GC-501420,2023-05-26,19.64
GC-501420-R2,GC-501420,2023-06-26,6.92
GC-501420-R3,GC-501420,2023-11-26,6.92
GC-501420-R4,GC-501420,2024-02-26,13.26
GC-501421-R1,GC-501421,2023-03-15,181.39
GC-501422-R1,GC-501422,2022-03-27,94.28
GC-501423-R1,GC-501423,2023-05-16,7.2
GC-501425-R1,GC-501425,2023-04-13,137.51
GC-501426-R1,GC-501426,2023-10-04,70.89
GC-501428-R1,GC-501428,2025-03-26,142.27
GC-501429-R1,GC-501429,2023-01-28,48.3
GC-501430-R1,GC-501430,2023-06-16,50.06
GC-501430-R2,GC-501430,2023-10-16,143.86
GC-501431-R1,GC-501431,2023-08-15,210.57
GC-501432-R1,GC-501432,2024-02-10,50.45
GC-501433-R1,GC-501433,2025-06-01,73.76
GC-501434-R1,GC-501434,2024-02-12,8.47
GC-501434-R2,GC-501434,2024-04-12,5.87
GC-501434-R3,GC-501434,2024-07-12,4.1
GC-501434-R4,GC-501434,2024-09-12,6.48
GC-501435-R1,GC-501435,2024-09-24,24.5
GC-501436-R1,GC-501436,2023-11-03,9.01
GC-501436-R2,GC-501436,2023-12-03,2.93
GC-501436-R3,GC-501436,2024-02-03,10.69
GC-501439-R1,GC-501439,2023-12-19,7.74
GC-501439-R2,GC-501439,2024-01-19,7.46
GC-501439-R3,GC-501439,2024-04-19,3.21
GC-501439-R4,GC-501439,2024-06-19,5.27
GC-501440-R1,GC-501440,2024-12-11,73.53
GC-501441-R1,GC-501441,2023-08-28,35.35
GC-501441-R2,GC-501441,2023-12-28,60.19
GC-501444-R1,GC-501444,2024-08-05,135.4
GC-501445-R1,GC-501445,2024-01-12,142.68
GC-501447-R1,GC-501447,2025-04-26,22.71
GC-501449-R1,GC-501449,2022-06-05,78.68
GC-501449-R2,GC-501449,2022-11-05,27.49
GC-501449-R3,GC-501449,2023-03-05,20.6
GC-501449-R4,GC-501449,2023-05-05,64.92
GC-501452-R1,GC-501452,2022-11-18,45.52
GC-501453-R1,GC-501453,2024-05-11,10.52
GC-501453-R2,GC-501453,2024-10-11,12.73
GC-501454-R1,GC-501454,2024-06-18,136.85
GC-501455-R1,GC-501455,2023-03-18,48.07
GC-501455-R2,GC-501455,2023-07-18,39.25
GC-501455-R3,GC-501455,2023-08-18,47.55
GC-501455-R4,GC-501455,2023-12-18,49.94
GC-501456-R1,GC-501456,2023-10-18,96.98
GC-501459-R1,GC-501459,2022-04-07,47.34
GC-501460-R1,GC-501460,2023-04-21,46.89
GC-501460-R2,GC-501460,2023-05-21,25.47
GC-501460-R3,GC-501460,2023-07-21,75.48
GC-501461-R1,GC-501461,2024-05-26,197.17
GC-501462-R1,GC-501462,2024-08-17,94.4
GC-501464-R1,GC-501464,2023-12-14,147.45
GC-501465-R1,GC-501465,2023-07-20,114.64
GC-501465-R2,GC-501465,2023-07-25,-56.68
GC-501466-R1,GC-501466,2022-08-18,197.85
GC-501467-R1,GC-501467,2023-06-07,68.36
GC-501468-R1,GC-501468,2024-04-06,210.89
GC-501469-R1,GC-501469,2024-04-13,191.48
GC-501470-R1,GC-501470,2024-06-29,69.19
GC-501471-R1,GC-501471,2023-01-28,78.7
GC-501471-R2,GC-501471,2023-02-11,-19.06
GC-501472-R1,GC-501472,2024-02-07,143.2
GC-501474-R1,GC-501474,2023-03-10,21.07
GC-501474-R2,GC-501474,2023-08-10,73.21
GC-501476-R1,GC-501476,2022-07-16,74.42
GC-501479-R1,GC-501479,2024-10-22,54.25
GC-501479-R2,GC-501479,2024-11-22,30.55
GC-501480-R1,GC-501480,2022-09-08,70.88
GC-501480-R2,GC-501480,2022-09-22,-31.35
GC-501481-R1,GC-501481,2022-08-25,181.05
GC-501482-R1,GC-501482,2022-05-27,23.74
GC-501483-R1,GC-501483,2025-03-05,45.11
GC-501484-R1,GC-501484,2025-01-17,96.82
GC-501485-R1,GC-501485,2022-09-17,23.4
GC-501485-R2,GC-501485,2023-01-17,17.31
GC-501485-R3,GC-501485,2023-06-17,56.24
GC-501486-R1,GC-501486,2024-01-22,70.77
GC-501488-R1,GC-501488,2022-04-04,185.0
GC-501489-R1,GC-501489,2024-08-17,33.88
GC-501489-R2,GC-501489,2024-10-17,12.96
GC-501490-R1,GC-501490,2022-11-07,74.54
GC-501491-R1,GC-501491,2023-06-28,85.71
GC-501491-R2,GC-501491,2023-08-28,35.93
GC-501491-R3,GC-501491,2023-11-28,19.04
GC-501491-R4,GC-501491,2024-04-28,45.37
GC-501492-R1,GC-501492,2022-08-22,74.25
GC-501494-R1,GC-501494,2023-10-17,68.16
GC-501494-R2,GC-501494,2024-02-17,70.0
GC-501495-R1,GC-501495,2022-12-22,98.36
GC-501497-R1,GC-501497,2022-05-08,94.44
GC-501498-R1,GC-501498,2024-12-01,24.15
GC-501499-R1,GC-501499,2022-03-23,89.41
GC-501500-R1,GC-501500,2024-06-11,198.57
GC-501501-R1,GC-501501,2024-08-05,81.55
GC-501503-R1,GC-501503,2023-11-28,68.14
GC-501504-R1,GC-501504,2024-01-23,90.39
GC-501505-R1,GC-501505,2022-03-26,23.91
GC-501505-R2,GC-501505,2022-04-26,15.88
GC-501505-R3,GC-501505,2022-08-26,31.97
GC-501506-R1,GC-501506,2024-01-05,196.89
GC-501507-R1,GC-501507,2022-09-12,81.94
GC-501507-R2,GC-501507,2022-09-26,-35.73
GC-501508-R1,GC-501508,2025-02-10,48.15
GC-501510-R1,GC-501510,2024-03-12,145.76
GC-501512-R1,GC-501512,2023-05-26,6.15
GC-501512-R2,GC-501512,2023-08-26,6.14
GC-501512-R3,GC-501512,2023-12-26,2.3
GC-501512-R4,GC-501512,2024-04-26,8.1
GC-501513-R1,GC-501513,2023-01-21,24.58
GC-501513-R2,GC-501513,2023-04-21,18.35
GC-501513-R3,GC-501513,2023-06-21,29.12
GC-501514-R1,GC-501514,2022-08-02,49.56
GC-501515-R1,GC-501515,2024-01-04,94.29
GC-501515-R2,GC-501515,2024-05-04,45.52
GC-501515-R3,GC-501515,2024-06-04,22.16
GC-501515-R4,GC-501515,2024-08-04,33.65
GC-501516-R1,GC-501516,2022-12-10,22.22
GC-501519-R1,GC-501519,2024-01-05,23.09
GC-501519-R2,GC-501519,2024-05-05,46.14
GC-501520-R1,GC-501520,2022-09-13,166.97
GC-501521-R1,GC-501521,2024-10-07,55.06
GC-501522-R1,GC-501522,2022-11-10,23.7
GC-501522-R2,GC-501522,2023-04-10,49.77
GC-501525-R1,GC-501525,2022-08-26,24.58
GC-501526-R1,GC-501526,2022-11-28,160.01
GC-501528-R1,GC-501528,2022-11-09,27.94
GC-501529-R1,GC-501529,2024-06-30,97.0
GC-501530-R1,GC-501530,2022-10-21,7.53
GC-501530-R2,GC-501530,2023-02-21,4.16
GC-501530-R3,GC-501530,2023-07-21,3.49
GC-501530-R4,GC-501530,2023-08-21,8.8
GC-501531-R1,GC-501531,2024-02-01,23.92
GC-501531-R2,GC-501531,2024-06-01,12.55
GC-501531-R3,GC-501531,2024-10-01,9.28
GC-501531-R4,GC-501531,2024-12-01,22.11
GC-501532-R1,GC-501532,2022-08-27,54.21
GC-501532-R2,GC-501532,2022-11-27,37.11
GC-501532-R3,GC-501532,2022-12-27,26.6
GC-501532-R4,GC-501532,2023-04-27,66.29
GC-501533-R1,GC-501533,2023-08-04,74.54
GC-501534-R1,GC-501534,2023-10-20,68.56
GC-501535-R1,GC-501535,2023-04-12,106.23
GC-501535-R2,GC-501535,2023-04-17,-21.46
GC-501537-R1,GC-501537,2025-05-02,92.95
GC-501539-R1,GC-501539,2022-08-27,24.36
GC-501541-R1,GC-501541,2022-09-01,199.36
GC-501544-R1,GC-501544,2024-09-05,91.51
GC-501545-R1,GC-501545,2022-10-27,99.01
GC-501545-R2,GC-501545,2022-10-30,-34.38
GC-501548-R1,GC-501548,2024-01-07,27.51
GC-501548-R2,GC-501548,2024-06-07,15.49
GC-501548-R3,GC-501548,2024-07-07,7.84
GC-501548-R4,GC-501548,2024-10-07,21.67
GC-501549-R1,GC-501549,2024-10-04,48.31
GC-501550-R1,GC-501550,2022-11-21,187.96
GC-501551-R1,GC-501551,2024-05-23,45.14
GC-501552-R1,GC-501552,2022-09-05,22.75
GC-501552-R2,GC-501552,2022-12-05,22.13
GC-501552-R3,GC-501552,2023-03-05,24.58
GC-501553-R1,GC-501553,2023-05-25,73.0
GC-501553-R2,GC-501553,2023-07-25,44.51
GC-501553-R3,GC-501553,2023-08-25,78.86
GC-501554-R1,GC-501554,2022-10-05,135.3
GC-501555-R1,GC-501555,2023-12-14,135.95
GC-501556-R1,GC-501556,2023-02-21,140.93
GC-501557-R1,GC-501557,2024-02-06,92.16
GC-501558-R1,GC-501558,2023-02-11,23.75
GC-501559-R1,GC-501559,2023-08-11,23.08
GC-501560-R1,GC-501560,2023-09-12,10.93
GC-501560-R2,GC-501560,2023-12-12,6.24
GC-501560-R3,GC-501560,2024-01-12,7.36
GC-501562-R1,GC-501562,2022-11-15,146.89
GC-501563-R1,GC-501563,2023-12-25,33.6
GC-501563-R2,GC-501563,2024-05-25,38.43
GC-501563-R3,GC-501563,2024-08-25,74.12
GC-501564-R1,GC-501564,2022-12-10,33.65
GC-501564-R2,GC-501564,2023-04-10,12.71
GC-501564-R3,GC-501564,2023-08-10,20.6
GC-501564-R4,GC-501564,2023-11-10,28.65
GC-501565-R1,GC-501565,2023-02-10,47.89
GC-501567-R1,GC-501567,2023-04-22,22.74
GC-501569-R1,GC-501569,2023-06-22,19.52
GC-501569-R2,GC-501569,2023-11-22,27.71
GC-501569-R3,GC-501569,2023-12-22,45.29
GC-501570-R1,GC-501570,2023-05-05,28.31
GC-501570-R2,GC-501570,2023-09-05,23.79
GC-501570-R3,GC-501570,2023-10-05,20.66
GC-501570-R4,GC-501570,2024-02-05,22.7
GC-501571-R1,GC-501571,2024-02-15,22.91
GC-501572-R1,GC-501572,2024-11-15,8.55
GC-501573-R1,GC-501573,2024-09-28,39.43
GC-501575-R1,GC-501575,2024-03-17,145.28
GC-501576-R1,GC-501576,2023-07-28,22.96
GC-501576-R2,GC-501576,2023-11-28,14.03
GC-501576-R3,GC-501576,2024-03-28,13.99
GC-501576-R4,GC-501576,2024-07-28,41.13
GC-501578-R1,GC-501578,2024-08-28,6.91
GC-501579-R1,GC-501579,2024-06-08,24.82
GC-501580-R1,GC-501580,2024-01-19,104.95
GC-501580-R2,GC-501580,2024-01-31,-27.37
GC-501581-R1,GC-501581,2022-07-28,46.4
GC-501583-R1,GC-501583,2024-09-27,45.01
GC-501584-R1,GC-501584,2022-10-28,47.38
GC-501585-R1,GC-501585,2023-03-08,40.34
GC-501585-R2,GC-501585,2023-05-08,19.84
GC-501585-R3,GC-501585,2023-09-08,34.07
GC-501587-R1,GC-501587,2024-08-07,72.84
GC-501590-R1,GC-501590,2023-04-14,166.88
GC-501591-R1,GC-501591,2022-05-22,93.61
GC-501592-R1,GC-501592,2024-04-04,20.97
GC-501592-R2,GC-501592,2024-07-04,53.4
GC-501593-R1,GC-501593,2024-03-26,194.09
GC-501595-R1,GC-501595,2022-12-26,197.5
GC-501596-R1,GC-501596,2024-06-27,148.41
GC-501597-R1,GC-501597,2022-12-27,98.34
GC-501598-R1,GC-501598,2024-10-06,139.16
GC-501601-R1,GC-501601,2023-04-28,48.64
GC-501602-R1,GC-501602,2023-08-19,14.21
GC-501602-R2,GC-501602,2024-01-19,10.45
GC-501602-R3,GC-501602,2024-04-19,8.08
GC-501602-R4,GC-501602,2024-05-19,15.7
GC-501603-R1,GC-501603,2024-08-06,24.8
GC-501604-R1,GC-501604,2023-10-14,199.32
GC-501605-R1,GC-501605,2024-04-07,20.61
GC-501605-R2,GC-501605,2024-04-19,-9.95
GC-501606-R1,GC-501606,2022-11-28,8.67
GC-501606-R2,GC-501606,2023-03-28,3.96
GC-501606-R3,GC-501606,2023-05-28,10.82
GC-501607-R1,GC-501607,2023-06-13,21.29
GC-501607-R2,GC-501607,2023-09-13,48.16
GC-501608-R1,GC-501608,2025-06-07,193.74
GC-501609-R1,GC-501609,2024-06-28,58.0
GC-501611-R1,GC-501611,2022-08-05,16.44
GC-501611-R2,GC-501611,2022-10-05,29.85
GC-501619-R1,GC-501619,2022-11-09,72.06
GC-501619-R2,GC-501619,2022-11-13,-25.48
GC-501620-R1,GC-501620,2025-02-09,146.28
GC-501621-R1,GC-501621,2022-11-05,9.81
GC-501621-R2,GC-501621,2023-01-05,39.2
GC-501622-R1,GC-501622,2023-01-19,68.1
GC-501624-R1,GC-501624,2022-05-11,19.14
GC-501624-R2,GC-501624,2022-09-11,11.05
GC-501624-R3,GC-501624,2023-01-11,6.81
GC-501624-R4,GC-501624,2023-02-11,9.72
GC-501625-R1,GC-501625,2023-01-21,17.82
GC-501625-R2,GC-501625,2023-06-21,6.46
GC-501625-R3,GC-501625,2023-10-21,22.72
GC-501626-R1,GC-501626,2023-08-28,21.83
GC-501626-R2,GC-501626,2024-01-28,10.26
GC-501626-R3,GC-501626,2024-05-28,16.75
GC-501627-R1,GC-501627,2023-07-17,91.88
GC-501628-R1,GC-501628,2024-01-27,183.6
GC-501630-R1,GC-501630,2022-08-19,23.37
GC-501631-R1,GC-501631,2022-12-26,16.56
GC-501631-R2,GC-501631,2023-04-26,10.23
GC-501631-R3,GC-501631,2023-05-26,21.08
GC-501635-R1,GC-501635,2022-11-13,74.61
GC-501638-R1,GC-501638,2023-06-02,72.56
GC-501639-R1,GC-501639,2023-09-02,70.18
GC-501640-R1,GC-501640,2022-08-14,23.39
GC-501641-R1,GC-501641,2023-06-25,23.84
GC-501644-R1,GC-501644,2024-04-22,206.0
GC-501645-R1,GC-501645,2023-01-15,72.91
GC-501646-R1,GC-501646,2023-01-27,63.38
GC-501646-R2,GC-501646,2023-03-27,30.84
GC-501646-R3,GC-501646,2023-04-27,13.96
GC-501646-R4,GC-501646,2023-08-27,30.73
GC-501647-R1,GC-501647,2024-10-13,193.78
GC-501648-R1,GC-501648,2024-04-27,185.7
GC-501649-R1,GC-501649,2024-07-28,10.63
GC-501649-R2,GC-501649,2024-09-28,7.34
GC-501649-R3,GC-501649,2024-12-28,7.56
GC-501650-R1,GC-501650,2024-12-01,46.15
GC-501651-R1,GC-501651,2024-05-28,73.67
GC-501652-R1,GC-501652,2023-04-08,73.03
GC-501652-R2,GC-501652,2023-09-08,54.12
GC-501652-R3,GC-501652,2024-01-08,56.25
GC-501654-R1,GC-501654,2023-12-21,96.75
GC-501655-R1,GC-501655,2023-03-08,26.32
GC-501655-R2,GC-501655,2023-07-08,45.42
GC-501656-R1,GC-501656,2024-02-08,25.26
GC-501656-R2,GC-501656,2024-02-13,-6.65
GC-501657-R1,GC-501657,2023-12-16,22.71
GC-501658-R1,GC-501658,2023-03-26,139.18
GC-501660-R1,GC-501660,2023-10-10,49.62
GC-501662-R1,GC-501662,2024-03-25,72.64
GC-501662-R2,GC-501662,2024-05-25,115.72
GC-501663-R1,GC-501663,2022-08-14,108.6
GC-501663-R2,GC-501663,2022-08-18,-40.27
GC-501665-R1,GC-501665,2024-11-21,47.29
GC-501666-R1,GC-501666,2024-10-25,17.4
GC-501667-R1,GC-501667,2024-11-27,22.5
GC-501668-R1,GC-501668,2025-01-04,22.52
GC-501671-R1,GC-501671,2024-04-12,23.41
GC-501672-R1,GC-501672,2024-11-27,22.86
GC-501674-R1,GC-501674,2023-06-13,15.63
GC-501674-R2,GC-501674,2023-10-13,13.07
GC-501674-R3,GC-501674,2024-01-13,5.33
GC-501674-R4,GC-501674,2024-05-13,12.29
GC-501677-R1,GC-501677,2024-02-01,69.8
GC-501678-R1,GC-501678,2025-02-28,96.73
GC-501679-R1,GC-501679,2022-11-28,73.94
GC-501680-R1,GC-501680,2023-05-10,68.61
GC-501681-R1,GC-501681,2025-01-24,96.18
GC-501684-R1,GC-501684,2022-07-13,46.55
GC-501685-R1,GC-501685,2023-02-08,115.21
GC-501686-R1,GC-501686,2023-09-13,46.82
GC-501687-R1,GC-501687,2024-05-06,10.69
GC-501688-R1,GC-501688,2022-10-25,142.84
GC-501689-R1,GC-501689,2023-09-17,194.35
GC-501690-R1,GC-501690,2024-08-23,183.8
GC-501691-R1,GC-501691,2025-06-06,23.02
GC-501693-R1,GC-501693,2023-07-07,8.89
GC-501693-R2,GC-501693,2023-12-07,14.71
GC-501696-R1,GC-501696,2022-04-02,33.81
GC-501696-R2,GC-501696,2022-09-02,62.2
GC-501697-R1,GC-501697,2024-01-06,138.74
GC-501698-R1,GC-501698,2023-10-01,91.11
GC-501699-R1,GC-501699,2022-01-14,142.06
GC-501701-R1,GC-501701,2023-07-01,15.74
GC-501701-R2,GC-501701,2023-10-01,14.51
GC-501701-R3,GC-501701,2023-12-01,15.82
GC-501702-R1,GC-501702,2023-01-13,17.6
GC-501702-R2,GC-501702,2023-03-13,28.36
GC-501704-R1,GC-501704,2023-09-23,31.54
GC-501704-R2,GC-501704,2023-12-23,12.97
GC-501704-R3,GC-501704,2024-04-23,9.51
GC-501704-R4,GC-501704,2024-08-23,16.26
GC-501706-R1,GC-501706,2022-02-19,46.04
GC-501707-R1,GC-501707,2022-04-18,43.01
GC-501707-R2,GC-501707,2022-09-18,19.26
GC-501707-R3,GC-501707,2022-12-18,8.27
GC-501707-R4,GC-501707,2023-02-18,27.37
GC-501709-R1,GC-501709,2024-08-09,59.29
GC-501709-R2,GC-501709,2024-09-09,28.29
GC-501709-R3,GC-501709,2024-12-09,28.89
GC-501710-R1,GC-501710,2023-08-17,91.34
GC-501711-R1,GC-501711,2022-11-07,139.48
GC-501713-R1,GC-501713,2024-12-26,180.44
GC-501714-R1,GC-501714,2024-04-10,197.69
GC-501715-R1,GC-501715,2024-11-01,25.98
GC-501716-R1,GC-501716,2022-11-15,84.61
GC-501716-R2,GC-501716,2022-12-15,49.1
GC-501716-R3,GC-501716,2023-05-15,54.51
GC-501717-R1,GC-501717,2022-04-03,81.57
GC-501717-R2,GC-501717,2022-04-12,-23.23
GC-501718-R1,GC-501718,2022-06-18,10.99
GC-501719-R1,GC-501719,2022-07-28,50.95
GC-501720-R1,GC-501720,2023-09-22,48.96
GC-501723-R1,GC-501723,2022-08-08,46.61
GC-501724-R1,GC-501724,2024-04-28,96.54
GC-501725-R1,GC-501725,2024-01-04,137.29
GC-501726-R1,GC-501726,2023-01-07,19.34
GC-501726-R2,GC-501726,2023-01-17,-5.89
GC-501727-R1,GC-501727,2023-12-02,48.29
GC-501728-R1,GC-501728,2023-10-10,48.86
GC-501730-R1,GC-501730,2022-07-11,93.99
GC-501731-R1,GC-501731,2022-07-14,148.7
GC-501732-R1,GC-501732,2023-07-06,25.06
GC-501732-R2,GC-501732,2023-08-06,31.83
GC-501732-R3,GC-501732,2023-11-06,40.52
GC-501733-R1,GC-501733,2023-09-07,24.86
GC-501734-R1,GC-501734,2024-07-28,33.96
GC-501734-R2,GC-501734,2024-10-28,36.24
GC-501736-R1,GC-501736,2024-01-17,197.95
GC-501737-R1,GC-501737,2023-05-28,22.82
GC-501739-R1,GC-501739,2024-07-01,48.09
GC-501739-R2,GC-501739,2024-09-01,50.14
GC-501740-R1,GC-501740,2022-11-13,11.22
GC-501740-R2,GC-501740,2023-02-13,4.84
GC-501740-R3,GC-501740,2023-03-13,3.34
GC-501740-R4,GC-501740,2023-06-13,4.34
GC-501741-R1,GC-501741,2024-08-21,228.61
GC-501743-R1,GC-501743,2024-10-09,8.28
GC-501744-R1,GC-501744,2023-11-28,99.0
GC-501745-R1,GC-501745,2024-06-19,50.31
GC-501745-R2,GC-501745,2024-08-19,51.04
GC-501745-R3,GC-501745,2024-10-19,24.89
GC-501745-R4,GC-501745,2024-11-19,68.09
GC-501746-R1,GC-501746,2024-05-07,136.58
GC-501747-R1,GC-501747,2024-02-05,41.38
GC-501747-R2,GC-501747,2024-04-05,16.5
GC-501747-R3,GC-501747,2024-07-05,15.46
GC-501747-R4,GC-501747,2024-12-05,23.34
GC-501748-R1,GC-501748,2024-03-28,8.4
GC-501750-R1,GC-501750,2024-04-06,85.99
GC-501751-R1,GC-501751,2024-09-17,71.59
GC-501753-R1,GC-501753,2024-10-23,5.29
GC-501754-R1,GC-501754,2022-03-22,15.28
GC-501757-R1,GC-501757,2023-07-04,184.44
GC-501759-R1,GC-501759,2025-04-27,78.47
GC-501759-R2,GC-501759,2025-05-01,-18.05
GC-501760-R1,GC-501760,2023-07-09,40.23
GC-501760-R2,GC-501760,2023-07-15,-8.64
GC-501762-R1,GC-501762,2023-12-22,198.76
GC-501763-R1,GC-501763,2023-10-01,154.21
GC-501763-R2,GC-501763,2023-10-05,-37.49
GC-501764-R1,GC-501764,2023-07-12,21.72
GC-501764-R2,GC-501764,2023-08-12,26.51
GC-501765-R1,GC-501765,2023-07-25,91.23
GC-501766-R1,GC-501766,2024-07-27,66.08
GC-501766-R2,GC-501766,2024-12-27,27.56
GC-501767-R1,GC-501767,2023-09-21,92.99
GC-501768-R1,GC-501768,2022-11-11,186.83
GC-501770-R1,GC-501770,2024-01-20,80.28
GC-501771-R1,GC-501771,2023-09-10,31.18
GC-501772-R1,GC-501772,2023-11-28,185.52
GC-501773-R1,GC-501773,2024-05-09,74.87
GC-501774-R1,GC-501774,2023-06-13,46.03
GC-501774-R2,GC-501774,2023-10-13,17.0
GC-501774-R3,GC-501774,2024-03-13,29.18
GC-501775-R1,GC-501775,2025-05-28,90.42
GC-501778-R1,GC-501778,2024-12-01,54.32
GC-501779-R1,GC-501779,2023-04-06,198.92
GC-501780-R1,GC-501780,2024-10-24,24.58
GC-501780-R2,GC-501780,2024-11-24,49.06
GC-501782-R1,GC-501782,2024-12-22,97.53
GC-501783-R1,GC-501783,2022-07-10,72.12
GC-501784-R1,GC-501784,2024-01-19,71.24
GC-501784-R2,GC-501784,2024-05-19,28.82
GC-501784-R3,GC-501784,2024-09-19,24.95
GC-501785-R1,GC-501785,2023-01-23,67.62
GC-501787-R1,GC-501787,2023-05-11,29.63
GC-501788-R1,GC-501788,2023-11-28,85.92
GC-501789-R1,GC-501789,2022-10-18,47.21
GC-501791-R1,GC-501791,2023-05-18,96.48
GC-501792-R1,GC-501792,2023-10-15,71.06
GC-501792-R2,GC-501792,2023-12-15,23.04
GC-501792-R3,GC-501792,2024-05-15,18.02
GC-501792-R4,GC-501792,2024-10-15,30.13
GC-501793-R1,GC-501793,2023-08-20,73.53
GC-501794-R1,GC-501794,2023-05-26,88.24
GC-501794-R2,GC-501794,2023-06-10,-43.76
GC-501797-R1,GC-501797,2023-08-04,71.81
GC-501798-R1,GC-501798,2024-11-15,42.42
GC-501799-R1,GC-501799,2022-09-28,98.68
GC-501800-R1,GC-501800,2022-05-14,56.37
GC-501800-R2,GC-501800,2022-05-23,-18.56
GC-501802-R1,GC-501802,2024-01-08,63.19
GC-501802-R2,GC-501802,2024-06-08,24.66
GC-501802-R3,GC-501802,2024-07-08,59.13
GC-501803-R1,GC-501803,2024-01-04,24.44
GC-501804-R1,GC-501804,2024-08-27,48.66
GC-501805-R1,GC-501805,2023-01-18,198.58
GC-501807-R1,GC-501807,2024-05-20,28.02
GC-501807-R2,GC-501807,2024-09-20,63.37
GC-501808-R1,GC-501808,2024-12-20,46.3
GC-501809-R1,GC-501809,2024-03-27,23.81
GC-501810-R1,GC-501810,2022-09-02,68.22
GC-501811-R1,GC-501811,2023-06-10,93.06
GC-501812-R1,GC-501812,2023-01-20,192.42
GC-501814-R1,GC-501814,2023-01-28,23.58
GC-501814-R2,GC-501814,2023-02-28,11.27
GC-501814-R3,GC-501814,2023-05-28,6.83
GC-501814-R4,GC-501814,2023-06-28,7.39
GC-501815-R1,GC-501815,2023-02-05,137.51
GC-501816-R1,GC-501816,2023-12-22,76.5
GC-501816-R2,GC-501816,2024-01-22,34.51
GC-501816-R3,GC-501816,2024-04-22,79.95
GC-501817-R1,GC-501817,2023-05-06,48.97
GC-501818-R1,GC-501818,2022-12-22,9.0
GC-501818-R2,GC-501818,2023-05-22,5.4
GC-501818-R3,GC-501818,2023-10-22,3.84
GC-501818-R4,GC-501818,2024-01-22,5.92
GC-501820-R1,GC-501820,2024-11-10,8.19
GC-501822-R1,GC-501822,2023-02-09,74.19
GC-501828-R1,GC-501828,2022-06-03,49.5
GC-501829-R1,GC-501829,2023-07-08,30.82
GC-501831-R1,GC-501831,2024-07-15,158.9
GC-501832-R1,GC-501832,2024-06-18,10.48
GC-501832-R2,GC-501832,2024-10-18,3.6
GC-501832-R3,GC-501832,2024-11-18,9.46
GC-501834-R1,GC-501834,2023-01-23,14.76
GC-501834-R2,GC-501834,2023-04-23,34.75
GC-501837-R1,GC-501837,2023-03-16,40.27
GC-501837-R2,GC-501837,2023-07-16,109.66
GC-501841-R1,GC-501841,2024-05-01,46.75
GC-501842-R1,GC-501842,2024-05-12,19.3
GC-501842-R2,GC-501842,2024-08-12,30.43
GC-501844-R1,GC-501844,2023-04-26,149.46
GC-501845-R1,GC-501845,2024-04-30,135.26
GC-501846-R1,GC-501846,2022-03-20,24.21
GC-501847-R1,GC-501847,2022-09-28,136.79
GC-501848-R1,GC-501848,2022-10-01,55.95
GC-501848-R2,GC-501848,2023-03-01,44.41
GC-501848-R3,GC-501848,2023-05-01,38.92
GC-501848-R4,GC-501848,2023-10-01,57.2
GC-501850-R1,GC-501850,2024-01-21,46.43
GC-501851-R1,GC-501851,2024-01-25,180.42
GC-501853-R1,GC-501853,2024-04-24,31.39
GC-501853-R2,GC-501853,2024-08-24,21.3
GC-501853-R3,GC-501853,2024-11-24,12.36
GC-501854-R1,GC-501854,2025-01-21,46.08
GC-501855-R1,GC-501855,2024-10-06,31.98
GC-501856-R1,GC-501856,2024-01-08,90.51
GC-501857-R1,GC-501857,2024-04-27,28.99
GC-501857-R2,GC-501857,2024-06-27,17.71
GC-501857-R3,GC-501857,2024-11-27,19.43
GC-501858-R1,GC-501858,2023-07-10,93.16
GC-501860-R1,GC-501860,2022-07-18,25.17
GC-501861-R1,GC-501861,2023-12-04,40.74
GC-501861-R2,GC-501861,2023-12-11,-15.77
GC-501862-R1,GC-501862,2024-12-03,18.05
GC-501863-R1,GC-501863,2024-09-28,57.77
GC-501863-R2,GC-501863,2024-12-28,36.99
GC-501864-R1,GC-501864,2023-01-28,24.39
GC-501867-R1,GC-501867,2024-01-06,24.72
GC-501869-R1,GC-501869,2023-12-22,7.13
GC-501870-R1,GC-501870,2023-01-13,23.91
GC-501870-R2,GC-501870,2023-03-13,9.71
GC-501870-R3,GC-501870,2023-05-13,14.49
GC-501870-R4,GC-501870,2023-08-13,20.83
GC-501871-R1,GC-501871,2024-12-05,10.14
GC-501872-R1,GC-501872,2024-04-13,6.92
GC-501873-R1,GC-501873,2022-03-09,37.59
GC-501873-R2,GC-501873,2022-06-09,22.26
GC-501873-R3,GC-501873,2022-09-09,32.15
GC-501874-R1,GC-501874,2025-01-15,97.07
GC-501875-R1,GC-501875,2023-01-28,84.17
GC-501878-R1,GC-501878,2022-07-09,24.31
GC-501879-R1,GC-501879,2023-05-16,112.02
GC-501880-R1,GC-501880,2022-09-07,198.69
GC-501881-R1,GC-501881,2022-01-08,184.66
GC-501884-R1,GC-501884,2024-07-25,135.09
